1; 1; 1; 1594
1; 1; 2; 34672
1; 1; 3; 28495
1; 1; 4; 4842
1; 1; 5; 2839
1; 1; 6; 21335
1; 1; 7; 4734
1; 1; 8; 2688
1; 1; 9; 31020
1; 1; 10; 3223
1; 1; 11; 1854
1; 1; 12; 2836
1; 1; 13; 25188
1; 1; 14; 361
1; 1; 15; 363
1; 1; 16; 358
1; 1; 17; 7774
1; 1; 18; 7772
1; 1; 19; 33346
1; 1; 20; 28899
1; 1; 21; 2699
1; 1; 22; 6498
1; 1; 23; 4579
1; 1; 24; 1726
1; 1; 25; 15767
1; 1; 26; 22184
1; 1; 27; 23596
1; 1; 28; 6771
1; 1; 29; 28784
1; 1; 30; 32774
1; 1; 31; 30730
1; 1; 32; 33686
1; 1; 33; 4825
1; 1; 34; 3219
1; 1; 35; 2500
1; 1; 36; 30026
1; 1; 37; 29032
1; 1; 38; 1212
1; 1; 39; 21343
1; 1; 40; 26836
1; 1; 41; 114
1; 1; 42; 406
1; 1; 43; 15074
1; 1; 44; 7492
1; 1; 45; 16919
1; 1; 46; 16908
1; 1; 47; 26515
1; 1; 48; 4782
1; 1; 49; 20215
1; 1; 50; 22704
1; 1; 51; 25213
1; 1; 52; 5209
1; 1; 53; 24043
1; 1; 54; 16575
1; 1; 55; 27965
1; 1; 56; 28516
1; 1; 57; 5226
1; 1; 58; 5215
1; 1; 59; 24021
1; 1; 60; 23810
1; 1; 61; 6168
1; 1; 62; 5053
1; 1; 63; 795
1; 1; 64; 4631
1; 1; 65; 27327
1; 1; 66; 603
1; 1; 67; 3140
1; 1; 68; 5063
1; 1; 69; 4746
1; 1; 70; 31267
1; 1; 71; 4767
1; 1; 72; 19836
1; 1; 73; 4950
1; 1; 74; 21967
1; 1; 75; 28082
1; 1; 76; 32809
1; 1; 77; 4851
1; 1; 78; 6503
1; 1; 79; 32823
1; 1; 80; 5542
1; 1; 81; 5131
1; 1; 82; 4852
1; 1; 83; 4907
1; 1; 84; 26241
1; 1; 85; 6315
1; 1; 86; 2184
1; 1; 87; 3292
1; 1; 88; 2682
1; 1; 89; 4935
1; 1; 90; 2627
1; 1; 91; 34458
1; 1; 92; 892
1; 1; 93; 5232
1; 1; 94; 33532
1; 1; 95; 4845
1; 1; 96; 8418
1; 1; 97; 4800
1; 1; 98; 2091
1; 1; 99; 7309
1; 1; 100; 4235
1; 1; 101; 1585
1; 1; 102; 2100
1; 1; 103; 18872
1; 1; 104; 20512
1; 1; 105; 2680
1; 1; 106; 8361
1; 1; 107; 4749
1; 1; 108; 4974
1; 1; 109; 1903
1; 1; 110; 4350
1; 1; 111; 0
1; 1; 112; 33666
1; 1; 113; 31485
1; 1; 114; 1010
1; 1; 115; 1184
1; 1; 116; 31027
1; 1; 117; 27932
1; 1; 118; 33318
1; 1; 119; 22341
1; 1; 120; 865
1; 1; 121; 16472
1; 1; 122; 18716
1; 1; 123; 3329
1; 1; 124; 810
1; 1; 125; 24163
1; 1; 126; 809
1; 1; 127; 21064
1; 1; 128; 3238
1; 1; 129; 4334
1; 1; 130; 1566
1; 1; 131; 843
1; 1; 132; 1640
1; 1; 133; 945
1; 1; 134; 946
1; 1; 135; 33839
1; 1; 136; 25649
1; 1; 137; 29943
1; 1; 138; 34197
1; 1; 139; 30351
1; 1; 140; 30186
1; 1; 141; 30160
1; 1; 142; 30243
1; 1; 143; 30218
1; 1; 144; 30190
1; 1; 145; 29931
1; 1; 146; 890
1; 1; 147; 23876
1; 1; 148; 958
1; 1; 149; 959
1; 1; 150; 947
1; 1; 151; 8492
1; 1; 152; 6759
1; 1; 153; 7867
1; 1; 154; 932
1; 1; 155; 33991
1; 1; 156; 21147
1; 1; 157; 6255
1; 1; 158; 8699
1; 1; 159; 1331
1; 1; 160; 1246
1; 1; 161; 21094
1; 1; 162; 0
2; 1; 1; 4926
2; 1; 2; 32813
2; 1; 3; 34582
2; 1; 4; 4814
2; 1; 5; 34288
2; 1; 6; 4878
2; 1; 7; 4858
2; 1; 8; 5037
2; 1; 9; 5139
2; 1; 10; 747
2; 1; 11; 811
2; 1; 12; 1378
2; 1; 13; 1669
2; 1; 14; 880
2; 1; 15; 24389
2; 1; 16; 27100
2; 1; 17; 7424
2; 1; 18; 960
2; 1; 19; 5473
2; 1; 20; 31323
2; 1; 21; 8188
2; 1; 22; 642
2; 1; 23; 7070
2; 1; 24; 1731
2; 1; 25; 17665
2; 1; 26; 16093
2; 1; 27; 23880
2; 1; 28; 23955
2; 1; 29; 23990
2; 1; 30; 1013
2; 1; 31; 34306
2; 1; 32; 935
2; 1; 33; 7083
2; 1; 34; 4088
2; 1; 35; 33904
2; 1; 36; 3333
2; 1; 37; 1584
2; 1; 38; 20328
2; 1; 39; 7694
2; 1; 40; 32694
2; 1; 41; 8272
2; 1; 42; 8584
2; 1; 43; 1043
2; 1; 44; 7709
2; 1; 45; 20412
2; 1; 46; 817
2; 1; 47; 34424
2; 1; 48; 701
2; 1; 49; 508
2; 1; 50; 27692
2; 1; 51; 7505
2; 1; 52; 7720
2; 1; 53; 4487
2; 1; 54; 22483
2; 1; 55; 23890
2; 1; 56; 7374
2; 1; 57; 29087
2; 1; 58; 17379
2; 1; 59; 8233
2; 1; 60; 8033
2; 1; 61; 835
2; 1; 62; 32168
2; 1; 63; 8269
2; 1; 64; 25341
2; 1; 65; 31441
2; 1; 66; 23037
2; 1; 67; 7979
2; 1; 68; 7137
2; 1; 69; 5970
2; 1; 70; 1221
2; 1; 71; 32895
2; 1; 72; 1012
2; 1; 73; 30165
2; 1; 74; 8131
2; 1; 75; 27365
2; 1; 76; 3348
2; 1; 77; 5882
2; 1; 78; 24882
2; 1; 79; 6828
2; 1; 80; 2456
2; 1; 81; 30812
2; 1; 82; 4201
2; 1; 83; 936
2; 1; 84; 34814
2; 1; 85; 22751
2; 1; 86; 29342
2; 1; 87; 31183
2; 1; 88; 1602
2; 1; 89; 7747
2; 1; 90; 1040
2; 1; 91; 25745
2; 1; 92; 16132
2; 1; 93; 31151
2; 1; 94; 839
2; 1; 95; 27700
2; 1; 96; 4234
2; 1; 97; 7753
2; 1; 98; 15911
2; 1; 99; 33104
2; 1; 100; 24118
2; 1; 101; 1188
2; 1; 102; 19000
2; 1; 103; 661
2; 1; 104; 29175
2; 1; 105; 972
2; 1; 106; 0
2; 1; 107; 31663
